Symbol,CompanyName,Sector,Industry,HeadquartersCountry,CurrencyCode,CompanySummary,EmployeeCount,WebsiteURL,ExchangeCode,ExchangeTimezone
NVRI,Enviri Corporation,Industrials,Waste Management,United States,USD,"Enviri Corporation provides environmental solutions for industrial and specialty waste streams in the United States and internationally. The company operates through three segments: Harsco Environmental, Clean Earth, and Harsco Rail. The Harsco Environmental segment offers on-site environmental services for the management of waste and byproduct streams from its customers, which includes resource recovery and recycling of waste materials, materials handling and logistical support, and aluminum dross and scrap management. This segment also manufactures value-added downstream products from industrial waste streams and ecoproducts, which include road surfacing materials, metallurgical additives, agriculture and turf products, and cement additives. The Clean Earth segment provides specialty waste processing solutions, including treatment, recycling, and beneficial reuse of hazardous and non-hazardous wastes and processing of contaminated soil and dredged materials for customers in the industrial, retail, healthcare, and construction industries. The Harsco Rail segment offers railway track maintenance equipment and services, as well as railway maintenance services to railways, mass transit systems, and equipment leasing companies. Its products include engineered railway track maintenance equipment, after-market parts, and safety and diagnostics technology systems. The company was formerly known as Harsco Corporation and changed its name to Enviri Corporation in June 2023. The company was founded in 1853 and is headquartered in Philadelphia, Pennsylvania.",12000.0,https://www.enviri.com,NYQ,America/New_York
NWBI,"Northwest Bancshares, Inc.",Financial Services,Banks - Regional,United States,USD,"Northwest Bancshares, Inc. operates as the bank holding company for Northwest Bank, a state-chartered savings bank that provides personal and business banking solutions in the United States. The company accepts various deposits, including checking, savings, money market deposit, term certificate, and individual retirement accounts. It also offers loan products comprising one-to-four-family residential real estate loans, shorter term consumer loans, and loans collateralized by multi-family residential and commercial real estate, as well as commercial business loans; home equity loans and lines of credit; commercial real estate loans; commercial loans; and other consumer loans, including automobile loans, sales finance loans, unsecured personal loans, credit card loans, and loans secured by investment accounts, as well as investment management and trust services. Northwest Bancshares, Inc. was founded in 1896 and is headquartered in Columbus, Ohio.",1998.0,https://www.northwest.bank,NMS,America/New_York
NWL,Newell Brands Inc.,Consumer Defensive,Household & Personal Products,United States,USD,"Newell Brands Inc. engages in the design, manufacture, sourcing, and distribution of consumer and commercial products worldwide. The company operates in three segments: Home and Commercial Solutions, Learning and Development, and Outdoor and Recreation. The Commercial Solutions segment provides commercial cleaning and maintenance solution products under the Rubbermaid, Rubbermaid Commercial Products, Mapa, and Spontex brands; closet and garage organization products; hygiene systems and material handling solutions; household products, such as kitchen appliances under the Crockpot, Mr. Coffee, Oster, and Sunbeam brands; small appliances under the Breville brand name in Europe; food and home storage products under the FoodSaver, Rubbermaid, Ball, and Sistema brands; fresh preserving products; vacuum sealing products; and gourmet cookware, bakeware, and cutlery under the Calphalon brand; and home fragrance products under the WoodWick and Yankee Candle brands. The Learning and Development segment offers writing instruments, including markers and highlighters, pens, and pencils; art products; activity-based products; labeling solutions; and baby gear and infant care products under the Dymo, Elmer's, EXPO, Graco, NUK, Paper Mate, Parker, and Sharpie brands. The Outdoor and Recreation segment provides outdoor and outdoor-related products, inlcuding technical apparel and on-the-go beverageware under the Campingaz, Coleman, Contigo, and Marmot brands. It serves warehouse clubs, department and drug/grocery stores, mass merchants, home centers, commercial products distributors, specialty retailers, office superstores and supply stores, contract stationers, e-commerce retailers, and sporting goods, as well as direct to consumers online, select contract customers, and other professional customers. The company was founded in 1903 and is headquartered in Atlanta, Georgia.",23700.0,https://www.newellbrands.com,NMS,America/New_York
NWN,Northwest Natural Holding Company,Utilities,Utilities - Regulated Gas,United States,USD,"Northwest Natural Holding Company, through its subsidiary, Northwest Natural Gas Company, provides regulated natural gas distribution services to residential, commercial, and industrial customers in the United States. The company operates mist gas storage facility contracted to other utilities, third-party marketers, and electric generators; offers natural gas asset management services; and operates an appliance retail center. It also engages in gas storage, water and wastewater, non-regulated renewable natural gas, and other investment businesses. In addition, the company offers natural gas service in Oregon and southwest Washington; and water and wastewater connections. Northwest Natural Holding Company was founded in 1859 and is headquartered in Portland, Oregon.",1452.0,https://www.nwnaturalholdings.com,NYQ,America/New_York
NX,Quanex Building Products Corporation,Industrials,Building Products & Equipment,United States,USD,"Quanex Building Products Corporation, together with its subsidiaries, provides components for the fenestration industry in the United States, Europe, Canada, Asia, and internationally. It offers energy-efficient flexible insulating glass spacers, extruded vinyl profiles, window and door screens, precision-formed metal and wood products, window and door seals, and window and door hardware. In addition, the company provides various non-fenestration components and products, including solar panel sealants, trim moldings, vinyl decking, water retention barriers, conservatory roof components, and commercial access solutions. It sells its products to original equipment manufacturers in the building products industry through sales representatives, direct sales force, distributors, and independent sales agents. Quanex Building Products Corporation was founded in 1927 and is based in Houston, Texas.",7068.0,https://www.quanex.com,NYQ,America/New_York
NXRT,"NexPoint Residential Trust, Inc.",Real Estate,REIT - Residential,United States,USD,"NexPoint Residential Trust is a publicly traded REIT, with its shares listed on the New York Stock Exchange under the symbol ""NXRT,"" primarily focused on acquiring, owning and operating well-located middle-income multifamily properties with ""value-add"" potential in large cities and suburban submarkets of large cities, primarily in the Southeastern and Southwestern United States. NXRT is externally advised by NexPoint Real Estate Advisors, L.P., an affiliate of NexPoint Advisors, L.P., an SEC-registered investment advisor, which has extensive real estate experience.",2.0,https://nxrt.nexpoint.com,NYQ,America/New_York
OFG,OFG Bancorp,Financial Services,Banks - Regional,United States,USD,"OFG Bancorp, a financial holding company, provides a range of banking and financial services in the United States. It operates through three segments: Banking, Wealth Management, and Treasury. The company offers savings accounts, certificates of deposit, individual retirement accounts personal, and commercial non-interest and interest-bearing checking accounts; time deposit products; and corporate trust services. It also provides commercial loans, auto loans, mortgage loans, as well as consumer loans, such as personal loans, residential solar panel loans, credit cards, lines of credit, and other loans; mortgage banking services; sale of loans and securitization activities; wealth management activities comprising securities brokerage, insurance agency, captive reinsurance, trust services, and other financial services; and various investment alternatives, such as tax-advantaged fixed income securities, mutual funds, stocks, and bonds to retail and institutional clients. In addition, the company's portfolio consists of mortgage-backed securities, obligations of U.S. government-sponsored agencies, U.S. Treasury securities, and money market instruments; and engages in the asset/liability management activities, such as purchases and sales of investment securities, interest rate risk management, derivatives, and borrowings. OFG Bancorp was founded in 1964 and is headquartered in San Juan, Puerto Rico.",2222.0,https://www.ofgbancorp.com,NYQ,America/New_York
OGN,Organon & Co.,Healthcare,Drug Manufacturers - General,United States,USD,"Organon & Co. develops and delivers health solutions through prescription therapies and medical devices in the United States, Europe, Canada, Japan, rest of the Asia Pacific, Latin America, the Middle East, Russia, Africa, and internationally. The company's women's health portfolio comprises contraception and fertility brands, such as Nexplanon, a long-acting reversible contraceptive; NuvaRing, a monthly vaginal contraceptive ring; Cerazette, Marvelon, and Mercilon, which are daily pills used to prevent pregnancy; Follistim AQ, which is used to promote the development of multiple ovarian follicles in medically assisted reproduction procedures; Elonva, a follicle stimulant; Ganirelix acetate injection, an injectable antagonist; Jada for abnormal postpartum uterine bleeding or hemorrhage; and Xaciato for bacterial vaginosis. Its biosimilars portfolio consists of immunology products, such as Brenzys, Renflexis, and Hadlima; and two oncology products, including Ontruzant and Aybintio. The company also offers cholesterol-modifying medicines under the Zetia, Ezetrol, Vytorin, Inegy, Atozet, Rosuzet, and Zocor brands; Cozaar and Hyzaar for hypertension; respiratory products used to control and prevent asthma-induced symptoms under the Singulair, Dulera, Zenhale, and Asmanex brands, as well as seasonal allergic rhinitis under the Nasonex, Clarinex, and Aerius brands. In addition, it provides dermatology products under the Vtama, Diprosone, and Elocon brand; bone health products under the Fosamax brand; and non-opioid pain management products under the Arcoxia, Diprospan, and Celestone brands, as well as Proscar for symptomatic benign prostatic hyperplasia; and Propecia for male pattern hair loss. The company sells its products to drug wholesalers and retailers, hospitals, clinics, government agencies, health maintenance organizations, pharmacy benefit managers, and other institutions. Organon & Co. was founded in 1923 and is headquartered in Jersey City, New Jersey.",10000.0,https://www.organon.com,NYQ,America/New_York
OI,"O-I Glass, Inc.",Consumer Cyclical,Packaging & Containers,United States,USD,"O-I Glass, Inc., through its subsidiaries, engages in the manufacture and sale of glass containers to food and beverage manufacturers primarily in the Americas, Europe, and internationally. The company produces glass containers for alcoholic beverages, including beer, flavored malt beverages, spirits, and wine. It is also involved in the production of glass packaging for various food items, soft drinks, tea, juices, and pharmaceuticals. In addition, the company offers glass containers in a range of sizes, shapes, and colors. It sells its products directly to customers under annual or multi-year supply agreements, as well as through distributors. O-I Glass, Inc. was founded in 1903 and is based in Perrysburg, Ohio.",21000.0,https://www.o-i.com,NYQ,America/New_York
OII,"Oceaneering International, Inc.",Energy,Oil & Gas Equipment & Services,United States,USD,"Oceaneering International, Inc. provides engineered services and products, and robotic solutions to the offshore energy, defense, aerospace, manufacturing, and entertainment industries in the United States, Africa, the United Kingdom, Norway, Brazil, Asia, Australia, and internationally. It operates in Subsea Robotics, Manufactured Products, Offshore Projects Group, Integrity Management & Digital Solutions, and Aerospace and Defense Technologies segments. The company offers remotely operated vehicles (ROVs) for drill support and vessel-based services, such as subsea hardware installation, construction, pipeline inspection, survey and facilities inspection, maintenance, and repair; ROV tooling; and survey services, such as hydrographic survey, positioning services, and autonomous underwater vehicles for geoscience. It also provides distribution and connection systems, such as production control umbilicals and field development hardware, pipeline connection and repair systems, and subsea and topside control valves to the energy industry; and autonomous mobile robotic technology and entertainment systems to various industries. In addition, the company offers subsea installation and intervention products, including riserless light well intervention services, as well as inspection, maintenance, and repair services; installation and workover control systems, and ROV workover control systems; diving services; project management and engineering solutions; and drill pipe riser services and systems, and wellhead load relief solutions. Further, it provides asset integrity management services; software and analytical solutions for the bulk cargo maritime industry; and software, digital, and connectivity solutions for the energy industry, as well engineering and related manufacturing in defense and space exploration activities to the United States' government agencies and their prime contractors. The company was founded in 1964 and is headquartered in Houston, Texas.",10400.0,https://www.oceaneering.com,NYQ,America/New_York
OMCL,"Omnicell, Inc.",Healthcare,Health Information Services,United States,USD,"Omnicell, Inc., together with its subsidiaries, provides medication management solutions and adherence tools for healthcare systems and pharmacies the United States and internationally. The company offers point of care automation solutions to improve clinician workflows; XT Series automated dispensing systems for medications and supplies used in nursing units and other clinical areas of the hospital; and specialized automated dispensing systems for hospitals, health systems, and post-acute care facilities. It also provides central pharmacy dispensing services; IV compounding services; turnkey solution designed to help health systems establish, manage, and optimize an entity-owned specialty pharmacy, as well as support onsite management of specialty pharmacy services, including payer contracting, staffing, licensing, and 340B program administration. In addition, the company offers inventory optimization services comprising predictive and prescriptive analytics, benchmarking, workflow tools, and clinical resources, as well as medication inventory visibility; patient engagement, clinical, and financial solutions; medication adherence solutions, which include single-dose automation solutions, automated and semi-automated filling equipment, various medication blister card packaging and packaging supplies; and software that guides users through the manual filling process. Further, it provides professional services, such as technology installation, program management, customer education and training, change management services, and related offerings; technical services comprising post-installation support and maintenance via phone and/or web, on-site service, parts, and access to software upgrades; and retail pharmacy and hospital automation outside the United States business. The company was formerly known as Omnicell Technologies, Inc. and changed its name to Omnicell, Inc. in 2001. The company was incorporated in 1992 and is headquartered in Fort Worth, Texas.",3650.0,https://www.omnicell.com,NMS,America/New_York
OSIS,"OSI Systems, Inc.",Technology,Electronic Components,United States,USD,"OSI Systems, Inc. designs and manufactures electronic systems and components in the United States and internationally. It operates in three segments: Security, Healthcare, and Optoelectronics and Manufacturing. The company offers baggage and parcel inspection, cargo and vehicle inspection, hold baggage and people screening, radiation monitoring, explosive and narcotics trace detection systems, and optical inspection systems, and radio frequency (RF) equipment under the Rapiscan name. It also provides site design, installation, training, and technical support services; and turnkey security screening solutions under the S2 name. In addition, the company offers patient monitoring, cardiology and remote monitoring, and connected care systems and accessories under the Spacelabs name for use in critical care, emergency, and perioperative areas within hospitals, physicians' offices, medical clinics, and ambulatory surgery centers. Further, it provides optoelectronic devices and flex circuits under the OSI Optoelectronics, OSI LaserDiode, and Advanced Photonix names for the aerospace and defense, avionics, medical imaging and diagnostics, biochemistry analysis, pharmaceutical, nanotechnology, telecommunications, construction, and homeland security markets. Additionally, the company offers electronics manufacturing services to original equipment manufacturers and end users for medical, automotive, defense, aerospace, industrial, and consumer applications under the OSI Electronics, APlus Products, Altaflex, and PFC Flexible Circuits names; and LCD displays for medical, industrial, and consumer electronics applications. The company was incorporated in 1987 and is headquartered in Hawthorne, California.",7337.0,https://www.osi-systems.com,NMS,America/New_York
OTTR,Otter Tail Corporation,Industrials,Conglomerates,United States,USD,"Otter Tail Corporation, together with its subsidiaries, engages in electric utility, manufacturing, and plastic pipe businesses in the United States. It operates through three segments: Electric, Manufacturing, and Plastics. The Electric segment produces, transmits, distributes, and sells electric energy in Minnesota, North Dakota, and South Dakota; and operates as a participant in the Midcontinent Independent System Operator markets. This segment generates electricity through coal, fuel oil, solar, wind, and natural gas. It serves approximately residential, commercial, and industrial customers. Its Manufacturing segment engages in the contract machining, metal parts stamping, fabrication and painting, production of plastic thermoformed horticultural containers, life science and industrial packaging, and material handling components and extruded raw material stock for the recreational vehicle, lawn and garden, agricultural, construction, and industrial and energy equipment end markets. The Plastics segment manufactures polyvinyl chloride pipes for municipal water, rural water, wastewater, storm drainage and water reclamation system, and other uses for customers in the horticulture, medical and life sciences, industrial, recreation, and electronics industries. This segment markets its products to wholesalers and distributors through independent sales representatives, company salespersons, and customer service representatives. The company was formerly known as Otter Tail Power Company and changed its name to Otter Tail Corporation in 2001. Otter Tail Corporation was incorporated in 1907 and is headquartered in Fergus Falls, Minnesota.",2133.0,https://www.ottertail.com,NMS,America/New_York
OUT,OUTFRONT Media Inc.,Real Estate,REIT - Specialty,United States,USD,"OUTFRONT is one of the largest and most trusted out-of-home media companies in the U.S., helping brands connect with audiences in the moments and environments that matter most. As OUTFRONT evolves, it's defining a new era of in-real-life (IRL) marketing, turning public spaces into platforms for creativity, connection, and cultural relevance. With a nationwide footprint across billboards, digital displays, transit systems, and other out-of-home formats, OUTFRONT turns creative into powerful real-world experiences. Its in-house agency, OUTFRONT STUDIOS, and award-winning innovation team, XLabs, deliver standout storytelling, supported by advanced technology and data tools that can drive measurable impact.",2000.0,https://www.outfrontmedia.com,NYQ,America/New_York
OXM,"Oxford Industries, Inc.",Consumer Cyclical,Apparel Manufacturing,United States,USD,"Oxford Industries, Inc., an apparel company, designs, sources, markets, and distributes lifestyle products worldwide. The company offers men's and women's sportswear and related products under the Tommy Bahama brand; and women's and girls' dresses and sportswear, scarves, bags, jewelry, and belts, as well as children's apparel, swim, footwear, and licensed products under the Lilly Pulitzer brand. It also licenses Tommy Bahama brand for various products, such as indoor and outdoor furniture, beach chairs, bedding and bath linens, fabrics, leather goods and gifts, headwear, hosiery, sleepwear, shampoo, toiletries, fragrances, cigar accessories, resort operations, and other products; and Lilly Pulitzer for stationery and gift products, home furnishing products, and eyewear. The company distributes its products through southerntide.com, thebeaufortbonnetcompany.com, duckhead.com, and jackrogersusa.com; and specialty retailers. It offers products through its retail stores, department stores, specialty stores, multi-branded e-commerce retailers, off-price retailers, and other retailers, as well as e-commerce sites. The company operates brand-specific full-price retail stores; Tommy Bahama food and beverage locations; and Tommy Bahama outlet stores. Oxford Industries, Inc. was founded in 1942 and is headquartered in Atlanta, Georgia.",6000.0,https://www.oxfordinc.com,NYQ,America/New_York
PAHC,Phibro Animal Health Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,United States,USD,"Phibro Animal Health Corporation operates as an animal health and mineral nutrition company in the United States, Latin America and Canada, Europe, the Middle East, Africa, and the Asia Pacific. It operates through three segments: Animal Health, Mineral Nutrition, and Performance Products. The company develops, manufactures, and markets various products for food and companion animals including poultry, swine, beef and dairy cattle, aquaculture, and dogs. It also offers animal health products, such as antibacterials, anticoccidials, nutritional specialty, and vaccines and vaccine adjuvants for animal's health and performance, food safety, and animal welfare; and engages in developing, manufacturing, and marketing of microbial and bioproducts for various applications serving animal health and nutrition, environmental, industrial, and agricultural customers. In addition, the company develops, manufactures, and markets conventionally licensed and autogenous vaccine products, as well as adjuvants for animal vaccine manufacturers. Further, it provides formulations and concentrations of trace minerals, such as zinc, copper, manganese, iron, and other compounds to fortify the daily feed requirements of their livestock's diets and maintain optimal balance of trace elements in animals. Additionally, the company offers specialty ingredients for use in personal care, industrial chemical, and chemical catalyst industries. It sells its animal health and mineral nutrition products through local sales offices to integrated poultry, swine, and cattle producers, as well as through commercial animal feed manufacturers, wholesalers, and distributors. The company was formerly known as Philipp Brothers Chemicals, Inc. and changed its name to Phibro Animal Health Corporation in July 2003. Phibro Animal Health Corporation was incorporated in 1946 and is headquartered in Teaneck, New Jersey.",2475.0,https://www.pahc.com,NGM,America/New_York
PARR,"Par Pacific Holdings, Inc.",Energy,Oil & Gas Refining & Marketing,United States,USD,"Par Pacific Holdings, Inc. operates as an energy company in the United States. The company operates through three segments: Refining, Retail, and Logistics. The Refining segment owns and operates refineries that produce gasoline, distillate, asphalt, and other products primarily for consumption in Kapolei, Hawaii, Newcastle, Wyoming, Tacoma, Washington, and Billings, Montana. The Retail segment operates fuel retail outlets that sell gasoline, diesel, and retail merchandise, such as soft drinks, prepared food, and other sundries under the Hele, 76, and nomnom brands in Hawaii, Washington, and Idaho, as well as unattended cardlock stations. The Logistics segment owns and operates terminals, pipelines, single point mooring, trucking operations, marine vessels, storage facilities, loading and truck racks, and rail facilities to distribute ethanol, petroleum, and refined products throughout Hawaii, the United States West Coast, Washington, the Dakotas, and Wyoming; and a jet fuel storage facility and pipeline that serves Ellsworth Air Force Base in South Dakota. The company also holds interest in refined products pipeline. In addition, it owns and operates a single point mooring in Hawaii, a marine terminal, a unit train-capable rail loading terminal; a truck rack, and a proprietary pipeline that serves Joint Base Lewis McChord. The company was formerly known as Par Petroleum Corporation and changed its name to Par Pacific Holdings, Inc. in October 2015. Par Pacific Holdings, Inc. was incorporated in 1984 and is headquartered in Houston, Texas.",1787.0,https://www.parpacific.com,NYQ,America/New_York
PAYO,Payoneer Global Inc.,Technology,Software - Infrastructure,United States,USD,"Payoneer Global Inc. operates as a financial technology company. It offers customers with a multi-currency account to serve their accounts receivable and accounts payable needs through a payment infrastructure platform. The company delivers a suite of services, such as funds management, working capital, and multicurrency accounts. It also provides various payment options with minimal integration required, full back-office functions, and customer support. The company serves small and medium-sized businesses in approximately 190 countries and territories worldwide. Payoneer Global Inc. was founded in 2005 and is headquartered in New York, New York.",2407.0,https://www.payoneer.com,NGM,America/New_York
PATK,"Patrick Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,USD,"Patrick Industries, Inc. manufactures and distributes component products and materials for the recreational vehicle, marine, powersports, manufactured housing, and industrial markets in the United States, Mexico, China, and Canada. Its Manufacturing segment manufactures and sells laminated products for furniture, shelving, wall, countertop, and cabinet products; cabinet doors, fiberglass bath fixtures, and tile systems; hardwood furniture, vinyl printing, amplifiers, tower speakers, soundbars, and subwoofers; solid surface, granite, and quartz countertop fabrication; aluminum products; fiberglass and plastic components; RV paintings; decorative vinyl and paper laminated panels; softwoods lumber; custom cabinetry; polymer-based and other flooring products; and dash panels. This segment also provides wrapped vinyl, paper, and hardwood profile mouldings; interior passage doors; air handling products; slide-out trim and fascia; treated, untreated, and laminated plywood; fiberglass and plastic helm systems and components; boat towers, tops, trailers, and frames; adhesives and sealants; thermoformed shower surrounds; specialty bath, and closet building products; wiring and wire harnesses; aluminum and plastic fuel tanks; CNC molds, composite parts, and marine hardware and accessories; slotwall panels and components; and other products. The company's Distribution segment distributes pre-finished wall and ceiling panels, drywall and finishing products, electronic and audio system components, appliances, and marine accessories; wiring, electrical, and plumbing products; fiber reinforced polyester products; and cement siding, raw and processed lumber, interior passage, roofing, laminate, and ceramic flooring products, shower doors, furniture, fireplaces and surrounds, interior and exterior lighting products, and other products. This segment also offers transportation and logistics services. Patrick Industries, Inc. was incorporated in 1959 and is based in Elkhart, Indiana.",10000.0,https://ir.patrickind.com,NMS,America/New_York
PBH,Prestige Consumer Healthcare Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,United States,USD,"Prestige Consumer Healthcare Inc., together with its subsidiaries, develops, manufactures, markets, distributes, and sells over the counter (OTC) health and personal care products in North America, Australia, and internationally. The company operates in two segments, North American OTC Healthcare and International OTC Healthcare. It offers analgesic powders under the BC and Goody's brand; various diaper rash treatments and skin protectants for babies under the Boudreaux's Butt Paste brand name; sprays and lozenges to relieve sore throats and mouth pain under the Chloraseptic brand; eye care products that provide relief from redness and itchiness under the Clear Eyes brand name; at-home removal of common and plantar warts under the Compound W brand; and ear wax removal products under Debrox brand name. The company also provides dental guards, floss picks, interdental brushes, dental repair and kits, and tongue cleaners under the DenTek brand; motion sickness relief products under the Dramamine brand; enemas and other laxative products under the Fleet brand name; stomach upset remedies under the Gaviscon brand; cough drops under the Luden's brand; products for yeast infections in women under the Monistat brand name; lice and parasite treatments under the Nix name; feminine care products, including washes, cloths, and sprays under the Summer's Eve brand; products for dry eyes under the TheraTears brand; nasal saline sprays and washes under the Fess brand name; and oral rehydration products under the Hydralyte brand. It sells its products to mass merchandisers; and drug, food, dollar, convenience, and club stores, as well as e-commerce channels. The company was formerly known as Prestige Brands Holdings, Inc. and changed its name to Prestige Consumer Healthcare Inc. in August 2018. Prestige Consumer Healthcare Inc. was founded in 1996 and is headquartered in Tarrytown, New York.",600.0,https://www.prestigebrands.com,NYQ,America/New_York
PBI,Pitney Bowes Inc.,Industrials,Integrated Freight & Logistics,United States,USD,"Pitney Bowes Inc., operates as a technology-driven company that provides SaaS shipping solutions, mailing innovation, and financial services to small businesses, large enterprises, and government entities around the world. It operates through SendTech Solutions and Presort Services segments. The SendTech Solutions segment provides physical and digital shipping and mailing technology solutions, and other applications for sending, tracking and receiving of letters, parcels and flats, supplies, and maintenance services, as well as financing alternatives to finance equipment and product purchases. The Presort Services segment offers mail sortation services, which allow clients to qualify volumes of first-class mail, marketing mail, marketing mail flats, and bound printed matter for postal workshare discounts. It markets its products, solutions, and services through direct and inside sales force, global and regional partner channels, direct mailings, and digital channels. The company was formerly known as Pitney Bowes Postage Meter Company. Pitney Bowes Inc. was incorporated in 1920 and is headquartered in Stamford, Connecticut.",7200.0,https://www.pitneybowes.com,NYQ,America/New_York
PCRX,"Pacira BioSciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,USD,"Pacira BioSciences, Inc. engages in the development, manufacture, marketing, distribution, and sale of non-opioid pain management and regenerative health solutions to healthcare practitioners in the United States. The company offers EXPAREL, a bupivacaine liposome injectable suspension for postsurgical pain management; ZILRETTA, a triamcinolone acetonide extended-release injectable suspension indicated for the management of osteoarthritis and knee pain; and iovera system, a non-opioid handheld cryoanalgesia device used to deliver controlled doses of cold temperature to targeted nerves to produce neurolytic block that interrupts the pain-transmitting signals of a peripheral nerve. It also develops PCRX-201, a novel gene therapy vector platform enabling local administration of genetic medicines with the potential to treat large prevalent diseases like osteoarthritis. The company has a development and commercialization, and supply agreement with Aratana Therapeutics, Inc. for NOCITA, a bupivacaine liposome injectable suspension product for use in animals. The company was formerly known as Pacira Pharmaceuticals, Inc. and changed its name to Pacira BioSciences, Inc. in April 2019. Pacira BioSciences, Inc. was incorporated in 2006 and is headquartered in Tampa, Florida.",788.0,https://www.pacira.com,NMS,America/New_York
PDFS,"PDF Solutions, Inc.",Technology,Software - Application,United States,USD,"PDF Solutions, Inc. provides proprietary software, physical intellectual property for integrated circuit designs, electrical measurement hardware tools, proven methodologies, and professional services in the United States, Japan, China, Taiwan, and internationally. The company offers Exensio software products, such as Manufacturing Analytics, a proprietary database schema to store collected data to identify and analyze production yield, performance, reliability, and other issues; Process Control, which provides failure detection and classification capabilities for monitoring, alarming, and controlling manufacturing tool sets; Test Operations that offer data collection and analysis capabilities; and Assembly Operations that provide device manufacturers with the capability to link assembly and packaging data, including fabrication and characterization data over the product life cycle. It also provides Sapience Manufacturing Hub enterprise, a connectivity platform between enterprise applications; Design-For-Inspection (DFI) systems, such as Proprietary Software, DFI On-Chip Instruments, eProbe Non-Contact E-Beam Tool; and Characterization Vehicle (CV) system, which includes CV Test Chips and pdFasTest Electrical Tester, as well as Exensio characterization software. In addition, the company offers Cimetrix software products that enable equipment manufacturers to provide standard interfaces on their products for equipment communication, control, and data collection; equipment factory connectivity products, such as Cimetrix CIMConnect, Cimetrix CIM300, and Cimetrix CIMPortal Plus; and equipment factory connectivity testing and equipment control products, as well as software-as-a-service, software related services, DFI system related services, and characterization services. PDF Solutions, Inc. was founded in 1991 and is headquartered in Santa Clara, California.",539.0,https://www.pdf.com,NMS,America/New_York
PEB,Pebblebrook Hotel Trust,Real Estate,REIT - Hotel & Motel,United States,USD,"Pebblebrook Hotel Trust (NYSE: PEB) is a publicly traded real estate investment trust (REIT) and the largest owner of urban and resort lifestyle hotels in the United States. The Company owns 46 hotels, totaling approximately 12,000 guest rooms across 13 urban and resort markets.",60.0,https://www.pebblebrookhotels.com,NYQ,America/New_York
PECO,"Phillips Edison & Company, Inc.",Real Estate,REIT - Retail,United States,USD,"Phillips Edison & Company, Inc. (PECO) is one of the nation's largest owners and operators of high-quality, grocery-anchored neighborhood shopping centers. Founded in 1991, PECO has generated strong results through its vertically-integrated operating platform and national footprint of well-occupied shopping centers. PECO's centers feature a mix of national and regional retailers providing necessity-based goods and services in fundamentally strong markets throughout the United States. PECO's top grocery anchors include Kroger, Publix, Albertsons and Ahold Delhaize. As of June 30, 2025, PECO managed 327 shopping centers, including 303 wholly-owned centers comprising 34.0 million square feet across 31 states and 24 shopping centers owned in three institutional joint ventures. PECO is focused on creating great omni-channel, grocery-anchored shopping experiences and improving communities, one neighborhood shopping center at a time.",300.0,https://www.phillipsedison.com,NMS,America/New_York
PENG,"Penguin Solutions, Inc.",Technology,Information Technology Services,United States,USD,"Penguin Solutions, Inc. engages in the designing and development of enterprise solutions worldwide. It operates through three segments: Advanced Computing, Integrated Memory, and Optimized LED. It offers dynamic random access memory modules, solid-state and flash storage, and other advanced integrated memory solutions for networking and telecom, data analytics, artificial intelligence and machine learning applications; and supply chain services, including procurement, logistics, inventory management, temporary warehousing, programming, kitting, and packaging services. The company also provides Penguin Computing that focus on technical computing for core and cloud environments through high-performance computing and AI solutions; and Penguin Edge, an edge computing solution for embedded and wireless applications, such as high-performance products for government, health care, manufacturing, and telecommunications applications. In addition, it offers Stratus, which provides simplified, protected, and autonomous fault tolerant computing solutions in the data center and at the Edge through hardware and software services; and solutions to education, energy, financial services, government, hyperscale, and manufacturing markets. Further, the company provides LED chip products comprising blue and green LED chips based on gallium nitride, and related materials under Cree LED brand; and surface mount devices under the Cree LED XLamp and J Series brands. It sells its products directly to original equipment manufacturers, enterprise, government and other end customers through direct sales force, e-commerce, customer service representatives, on-site field application engineers, independent sales representatives, distributors, integrators, and resellers. The company was formerly known as SMART Global Holdings, Inc. and changed its name to Penguin Solutions, Inc. in October 2024. Penguin Solutions, Inc. was founded in 1988 and is based in Milpitas, California.",,https://www.penguinsolutions.com,NMS,America/New_York
PENN,"PENN Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,United States,USD,"PENN Entertainment, Inc., together with its subsidiaries, provides integrated entertainment, sports content, and casino gaming experiences. The company operates through five segments: Northeast, South, West, Midwest, and Interactive. It operates portfolio of casinos, racetracks, and online sports betting in various jurisdictions; and iCasino under Hollywood Casino, L'Auberge, ESPN BET, and theScore BET Sportsbook and Casino brands. The company also engages in gaming operations, such as slot machines and table games; food and beverage offerings; and hotel visitation. In addition, its portfolio includes PENN Play, customer loyalty program, which offers a set of rewards and experiences. Further, the company owns various trademarks and service marks, including Ameristar, Argosy, Boomtown, Hollywood Casino, Hollywood Gaming, L'Auberge, M Resort, PENN Entertainment, and PENN Play, as well as theScore, theScore Bet, and theScore esports. The company was formerly known as Penn National Gaming, Inc. and changed its name to PENN Entertainment, Inc. in August 2022. PENN Entertainment, Inc. was founded in 1972 and is based in Wyomissing, Pennsylvania.",23118.0,https://www.pennentertainment.com,NMS,America/New_York
